Row Labels,Sum of count,,tag id,sum of count
29384,289,,11534,1
29401,294,,11560,1
29402,75,,11563,1
29403,52,,11565,1
29404,12,,11571,1
29405,63,,11572,1
29431,28,,11622,1
29434,11,,11625,1
29436,7,,11631,1
29437,1,,11645,1
29452,2782,,11651,1
29454,1,,11721,1
29456,1,,11742,1
29457,100,,11747,1
29460,4,,11767,1
29461,2,,11802,1
29462,11,,11821,1
29463,1,,11840,1
29464,389,,12015,1
29466,3,,12017,1
29469,3,,12079,1
29470,1,,12081,1
29473,1,,12085,1
29475,175,,12151,1
29480,4,,12172,1
29482,4,,12221,1
29483,3,,12224,1
29484,1,,12236,1
29486,1,,12250,1
29488,1,,12272,1
29490,13,,12299,1
29492,72,,12307,1
29494,1,,12314,1
29501,9,,12316,1
29506,1,,12329,1
29520,1,,12379,1
29521,1,,12381,1
29525,3,,12404,1
29532,10,,12432,1
29533,5,,12437,1
29538,28,,12506,1
29539,2,,12512,1
29540,2,,12536,1
29541,1,,12538,1
29543,12,,12561,1
29544,2,,12563,1
29547,3,,12643,1
29550,29,,12761,1
29559,62,,12786,1
29560,210,,12838,1
29563,16,,12912,1
29565,4,,12943,1
29591,9,,12953,1
29599,1,,12955,1
29602,1,,13009,1
29605,13,,13013,1
29609,49,,13018,1
29610,6,,13035,1
29619,8,,13051,1
29630,2,,13139,1
29631,26,,13156,1
29646,4,,13177,1
29648,1,,13181,1
29652,2,,13259,1
29656,9,,13303,1
29717,5,,13328,1
29731,1,,13329,1
29738,47,,13358,1
29739,12,,13372,1
29740,40,,13373,1
29744,48,,13375,1
29751,20,,13393,1
29752,12,,13394,1
29758,2,,13398,1
29762,40,,13406,1
29782,16,,13435,1
29824,1,,13437,1
29840,25,,13466,1
29850,4,,13489,1
29854,14,,13522,1
29858,22,,13548,1
29866,3,,13591,1
29875,1,,13601,1
29876,10,,13605,1
29888,17,,13627,1
29905,130,,13675,1
29906,23,,13676,1
29913,1,,13693,1
29916,2,,13793,1
29920,2,,13797,1
29921,23,,13805,1
29940,7,,13822,1
29958,6,,13835,1
29969,71,,13852,1
29970,2,,13868,1
29985,3,,14052,1
29990,1,,14067,1
29995,1,,14073,1
30019,7,,14084,1
30039,16,,14095,1
30043,1,,14111,1
30068,4,,14130,1
30090,13,,14133,1
30094,257,,14152,1
30095,87,,14155,1
30096,1,,14158,1
30113,1,,14161,1
30114,3,,14163,1
30127,27,,14166,1
30128,25,,14176,1
30129,1,,14182,1
30134,12,,14183,1
30147,67,,14269,1
30148,2,,14284,1
30154,2,,14340,1
30162,4,,14351,1
30163,115,,14374,1
30169,35,,14377,1
30171,11,,14389,1
30172,5,,14486,1
30177,11,,14534,1
30185,9,,14565,1
30202,7,,14661,1
30205,1,,14665,1
30208,15,,14675,1
30215,1,,14712,1
30217,1,,14770,1
30231,4,,14826,1
30237,5,,14834,1
30238,6,,14849,1
30241,299,,14853,1
30262,4,,14861,1
30272,1,,14893,1
30277,3,,15029,1
30280,7,,15126,1
30281,14,,15140,1
30283,2,,15141,1
30293,12,,15160,1
30304,91,,15163,1
30305,49,,15165,1
30339,28,,15170,1
30342,66,,15187,1
30343,29,,15254,1
30356,1,,15264,1
30357,1,,15282,1
30358,2446,,15306,1
30362,2,,15332,1
30368,42,,15345,1
30373,44,,15351,1
30381,51,,15382,1
30383,3,,15383,1
30386,362,,15390,1
30395,1,,15395,1
30414,16,,15398,1
30437,55,,15403,1
30444,7,,15423,1
30445,40,,15438,1
30446,6,,15450,1
30449,9,,15509,1
30452,6,,15520,1
30454,4,,15555,1
30458,4,,15647,1
30459,4,,15660,1
30460,4,,15688,1
30463,18,,15690,1
30464,1543,,15691,1
30465,21,,15737,1
30469,6,,15850,1
30471,9,,15852,1
30473,27,,15899,1
30492,1,,15938,1
30493,1,,15942,1
30499,14,,15943,1
30505,1,,15945,1
30514,9,,16157,1
30516,57,,16375,1
30521,5880,,16485,1
30522,2,,16632,1
30530,1,,16715,1
30534,1,,16734,1
30536,3,,16769,1
30543,1,,16781,1
30547,3,,16783,1
30551,80,,16784,1
30552,1,,16946,1
30565,1,,17042,1
30566,2,,17067,1
30571,34,,17079,1
30573,85,,17188,1
30574,3179351,,17201,1
30575,1,,17202,1
30577,5,,17267,1
30581,14,,17269,1
30590,15,,17271,1
30593,2,,17278,1
30609,1,,17380,1
30610,1,,17386,1
30612,2,,17403,1
30620,13,,17482,1
30628,3,,17537,1
30631,14,,17542,1
30633,5,,17572,1
30635,6,,17611,1
30639,23,,17636,1
30646,3,,17699,1
30647,14,,17709,1
30648,8,,17738,1
30658,1,,17795,1
30664,2,,17894,1
30667,161,,17944,1
30668,1,,18037,1
30672,131,,18050,1
30675,2,,18062,1
30677,2,,18079,1
30679,1,,18083,1
30682,2,,18088,1
30687,8,,18091,1
30689,1,,18093,1
30690,1,,18104,1
30691,4,,18110,1
30692,13,,18116,1
30696,17,,18141,1
30699,10,,18152,1
30703,1,,18189,1
30706,1,,18200,1
30712,12,,18230,1
30715,1,,18280,1
30717,2,,18319,1
30718,4,,18389,1
30720,1,,18443,1
30726,2,,18444,1
30729,43,,18447,1
30734,10,,18488,1
30741,2,,18541,1
30744,2,,18544,1
30748,10,,18558,1
30751,10,,18590,1
30755,54,,18617,1
30756,45,,18619,1
30757,1,,18643,1
30761,10,,18671,1
30765,1,,18673,1
30766,73,,18683,1
30768,22,,18769,1
30772,10,,18825,1
30781,3,,18843,1
30785,2,,18901,1
30796,2,,18911,1
30798,18,,18915,1
30800,34,,18920,1
30803,4,,18942,1
30804,18,,18963,1
30805,1,,18993,1
30809,2,,19070,1
30810,2,,19074,1
30811,134,,19081,1
30812,1,,19110,1
30813,8,,19114,1
30814,1,,19116,1
30816,1,,19126,1
30817,1,,19130,1
30819,3,,19163,1
30821,3,,19170,1
30822,3,,19247,1
30825,5,,19527,1
30827,1,,19529,1
30833,2,,19534,1
30834,6,,19535,1
30848,1,,19546,1
30852,119,,19560,1
30860,93,,19661,1
30864,3,,19994,1
30865,1,,20140,1
30869,1,,20162,1
30876,1,,20168,1
30909,102,,20199,1
30915,3,,20268,1
30916,2,,20333,1
30921,3,,20365,1
30935,28,,20405,1
30965,16,,20421,1
30967,1,,20440,1
30973,1,,20449,1
30976,10,,20492,1
30978,10,,20543,1
30987,1,,20565,1
30990,2,,20567,1
30991,1,,20575,1
30993,1,,20579,1
30995,125,,20591,1
31000,2,,20606,1
31011,5,,20633,1
31016,65,,20645,1
31019,1,,20695,1
31044,8,,20700,1
31051,1,,20718,1
31068,21,,20739,1
31078,6,,20758,1
31087,2,,20802,1
31102,2,,20807,1
31103,7,,20823,1
31118,2,,20837,1
31125,10,,20840,1
31126,7,,20841,1
31131,1,,20846,1
31133,6,,20855,1
31138,1,,20864,1
31139,3,,20871,1
31155,212,,20874,1
31162,2,,20875,1
31173,3,,20877,1
31186,4,,20884,1
31190,9,,20906,1
31191,3,,20923,1
31192,2,,20944,1
31213,15,,20949,1
31223,1,,20952,1
31224,1,,20959,1
31226,1,,20982,1
31230,74,,20983,1
31231,1,,20988,1
31232,273,,21005,1
31241,1,,21008,1
31253,3,,21045,1
31264,11,,21046,1
31265,6,,21056,1
31266,1,,21109,1
31268,7,,21219,1
31271,1,,21266,1
31277,7,,21268,1
31287,1,,21371,1
31290,3,,21372,1
31291,2,,21373,1
31340,8,,21375,1
31346,1,,21378,1
31352,16,,21393,1
31353,1,,21415,1
31359,21,,21511,1
31371,1,,21516,1
31372,714,,21519,1
31373,16,,21524,1
31375,9,,21546,1
31376,218,,21564,1
31378,82,,21585,1
31379,5,,21595,1
31382,32,,21608,1
31388,3,,21623,1
31394,3,,21627,1
31408,1,,21628,1
31409,1,,21640,1
31410,13,,21643,1
31414,3,,21649,1
31417,168,,21677,1
31418,30,,21679,1
31425,49,,21686,1
31430,12,,21746,1
31439,2,,21747,1
31440,1,,21764,1
31441,1,,21795,1
31443,3,,21809,1
31458,7,,21881,1
31475,13,,21906,1
31476,14,,21914,1
31485,13,,21922,1
31495,1,,21926,1
31505,430,,21927,1
31509,80,,21929,1
31514,2,,21930,1
31517,1,,21933,1
31526,14,,21936,1
31528,13,,21964,1
31540,2,,21968,1
31541,2,,21969,1
31545,4,,21972,1
31547,2,,21981,1
31548,4,,22038,1
31551,2,,22039,1
31553,6,,22044,1
31557,141,,22056,1
31571,2,,22060,1
31572,2,,22076,1
31574,2,,22098,1
31581,13,,22144,1
31595,41,,22167,1
31598,5,,22185,1
31602,5,,22232,1
31609,6,,22234,1
31613,4,,22263,1
31614,151,,22272,1
31617,8407,,22308,1
31619,1,,22317,1
31620,5,,22328,1
31627,6,,22350,1
31629,15,,22353,1
31642,2,,22354,1
31647,6,,22418,1
31656,71,,22435,1
31664,6,,22481,1
31665,2,,22554,1
31686,2,,22583,1
31693,19,,22608,1
31701,62,,22620,1
31702,4,,22642,1
31719,159,,22663,1
31720,3,,22668,1
31722,1,,22680,1
31723,4856,,22725,1
31724,167,,22738,1
31725,2,,22741,1
31726,20,,22757,1
31727,405,,22761,1
31728,13,,22782,1
31729,175,,22790,1
31730,9,,22795,1
31731,2,,22801,1
31732,24,,22809,1
31734,367,,22814,1
31735,50,,22817,1
31739,13,,22820,1
31740,2,,22823,1
31741,201,,22824,1
31742,30,,22826,1
31743,2,,22838,1
31745,11765,,22876,1
31746,1,,22888,1
31747,7,,22947,1
31748,1,,22948,1
31749,69,,22961,1
31750,3,,22982,1
31752,1,,22984,1
31753,1,,23029,1
31754,8,,23055,1
31755,8,,23076,1
31756,794,,23156,1
31758,1,,23159,1
31761,1,,23160,1
31762,2,,23215,1
31763,2,,23225,1
31769,5,,23326,1
31773,1,,23344,1
31781,10,,23472,1
31810,11,,23474,1
31811,2,,23477,1
31815,2,,23512,1
31816,1,,23539,1
31828,1,,23563,1
31851,14,,23564,1
31852,4,,23581,1
31859,49,,23748,1
31861,24,,23753,1
31876,2,,23761,1
31897,1,,23763,1
31905,21,,23773,1
31916,1,,23775,1
31917,27,,23844,1
31919,1,,23972,1
31920,11,,23973,1
31921,20,,23997,1
31930,142,,24032,1
31932,56,,24042,1
31934,296,,24117,1
31935,55,,24155,1
31936,32,,24195,1
31943,2,,24202,1
31946,4,,24266,1
31951,3,,24326,1
31952,3,,24339,1
31964,5,,24460,1
31965,3,,24500,1
31975,1,,24664,1
31976,1,,24669,1
31990,14,,24672,1
32021,6,,24682,1
32022,10,,24684,1
32023,70,,24686,1
32024,2,,24692,1
32026,2,,24708,1
32032,13,,24750,1
32078,3,,24751,1
32080,471,,24817,1
32082,1,,24915,1
32088,229,,24959,1
32089,1,,24975,1
32095,80,,24984,1
32099,1151,,25002,1
32101,7,,25005,1
32102,1,,25025,1
32104,1,,25026,1
32113,2,,25046,1
32120,1,,25048,1
32121,3,,25053,1
32124,1,,25101,1
32125,32,,25105,1
32126,8,,25107,1
32127,1,,25158,1
32129,2,,25183,1
32130,442,,25189,1
32138,7,,25205,1
32151,1,,25208,1
32159,17,,25231,1
32160,20,,25232,1
32161,18,,25248,1
32201,1,,25259,1
32207,2,,25269,1
32208,2,,25271,1
32214,1,,25294,1
32215,61,,25319,1
32219,4,,25320,1
32221,4,,25340,1
32224,9,,25342,1
32228,1,,25372,1
32234,259,,25373,1
32235,12,,25396,1
32241,1,,25404,1
32262,30,,25412,1
32285,14,,25416,1
32288,4,,25449,1
32302,10,,25459,1
32303,3,,25478,1
32304,1,,25487,1
32308,3,,25498,1
32310,5,,25499,1
32317,1,,25501,1
32322,2,,25515,1
32324,8,,25524,1
32326,1,,25567,1
32336,31,,25585,1
32338,32,,25638,1
32339,123,,25668,1
32340,53,,25735,1
32341,519,,25808,1
32342,13,,25819,1
32344,17,,25854,1
32345,2367,,25864,1
32346,12,,25909,1
32347,73,,26155,1
32350,1,,26179,1
32353,90,,26235,1
32358,1,,26236,1
32364,9,,26288,1
32366,10,,26324,1
32379,1,,26430,1
32381,1,,26623,1
32385,1,,26640,1
32387,1,,26651,1
32395,1,,26671,1
32401,27,,26723,1
32405,9,,26743,1
32408,3,,26786,1
32439,14,,26789,1
32446,3,,26836,1
32450,57,,27027,1
32451,21,,27028,1
32453,2,,27041,1
32457,9,,27050,1
32494,1,,27171,1
32495,43,,27178,1
32497,7,,27195,1
32500,3,,27196,1
32501,5,,27255,1
32521,1,,27280,1
32522,4,,27298,1
32530,11,,27303,1
32549,7,,27327,1
32566,3,,27338,1
32569,1,,27396,1
32570,1,,27413,1
32576,1,,27434,1
32581,21,,27435,1
32582,1,,27436,1
32585,2,,27445,1
32586,3583,,27475,1
32595,1,,27512,1
32596,1,,27519,1
32605,1,,27569,1
32609,101,,27572,1
32612,6,,27582,1
32613,4,,27593,1
32617,25,,27632,1
32623,731,,27662,1
32624,6,,27686,1
32625,5,,27694,1
32627,14,,27702,1
32631,4,,27740,1
32632,4,,27768,1
32634,16,,27789,1
32635,5,,27804,1
32651,2,,27823,1
32654,28,,27825,1
32656,2,,27854,1
32662,12,,27855,1
32664,23,,27885,1
32669,15,,27895,1
32676,243,,27942,1
32682,2,,28002,1
32683,2,,28086,1
32686,74,,28094,1
32688,6,,28095,1
32708,89,,28106,1
32724,16,,28164,1
32726,92,,28180,1
32736,3,,28181,1
32737,3,,28272,1
32749,13,,28328,1
32750,9,,28342,1
32751,5,,28401,1
32752,12,,28403,1
32766,20,,28419,1
32783,1,,28459,1
32785,5,,28539,1
32787,4,,28627,1
32788,2,,28632,1
32799,2,,28635,1
32803,1,,28647,1
32807,1,,28675,1
32808,41,,28680,1
32812,76,,28722,1
32822,4,,28814,1
32828,1,,28829,1
32836,1,,28868,1
32837,1,,28890,1
32840,1,,28932,1
32846,2,,28947,1
32849,1,,29017,1
32850,1,,29072,1
32851,1,,29111,1
32852,1,,29145,1
32853,4,,29155,1
32854,1,,29274,1
32855,1,,29330,1
32865,16,,29336,1
32894,191,,29343,1
32895,7,,29349,1
32898,10,,29367,1
32904,4,,29370,1
32906,16,,29372,1
32917,154,,29437,1
32936,7,,29454,1
32938,4,,29456,1
32945,1,,29463,1
32952,2,,29470,1
32963,5,,29473,1
32973,109,,29484,1
32974,2,,29486,1
32976,1,,29488,1
32989,15237,,29494,1
32991,1,,29506,1
32996,759,,29520,1
33004,257,,29521,1
33006,87,,29541,1
33007,139,,29599,1
33009,1156,,29602,1
33010,1,,29648,1
33012,980,,29731,1
33013,5,,29824,1
33016,1,,29875,1
33021,6,,29913,1
33022,4,,29990,1
33023,198,,29995,1
33032,164,,30043,1
33034,29,,30096,1
33035,815,,30113,1
33036,114,,30129,1
33037,1,,30205,1
33038,1,,30215,1
33041,16,,30217,1
33045,748,,30272,1
33046,13,,30356,1
33049,80,,30357,1
33054,48,,30395,1
33055,6,,30492,1
33057,7,,30493,1
33072,1,,30505,1
33083,7,,30530,1
33090,2,,30534,1
33106,3,,30543,1
33112,2,,30552,1
33113,62,,30565,1
33114,30547,,30575,1
33116,11,,30609,1
33118,3,,30610,1
33121,282,,30658,1
33122,2,,30668,1
33124,544,,30679,1
33125,11,,30689,1
33126,1,,30690,1
33127,2,,30703,1
33128,1,,30706,1
33130,82,,30715,1
33133,160,,30720,1
33134,3,,30757,1
33135,1,,30765,1
33138,116,,30805,1
33140,1,,30812,1
33142,4,,30814,1
33149,2,,30816,1
33150,22,,30817,1
33153,79,,30827,1
33154,2,,30848,1
33157,2,,30865,1
33165,144,,30869,1
33166,3,,30876,1
33167,1,,30967,1
33178,1,,30973,1
33179,15,,30987,1
33185,2,,30991,1
33188,2,,30993,1
33210,1,,31019,1
33259,2,,31051,1
33262,9,,31131,1
33264,4,,31138,1
33268,254,,31223,1
33269,1,,31224,1
33279,1,,31226,1
33280,2,,31231,1
33281,1,,31241,1
33287,1,,31266,1
33291,1,,31271,1
33292,1,,31287,1
33299,1,,31346,1
33300,1,,31353,1
33309,1,,31371,1
33311,9,,31408,1
33337,4,,31409,1
33339,3,,31440,1
33340,3,,31441,1
33341,2,,31495,1
33347,2,,31517,1
33350,2,,31619,1
33353,2,,31722,1
33363,2,,31746,1
33365,4,,31748,1
33366,5,,31752,1
33367,6,,31753,1
33368,4,,31758,1
33369,9,,31761,1
33370,8,,31773,1
33371,5,,31816,1
33372,18,,31828,1
33376,22,,31897,1
33389,6,,31916,1
33390,11,,31919,1
33407,5,,31975,1
33408,2,,31976,1
33410,9,,32082,1
33458,8,,32089,1
33462,6,,32102,1
33463,4,,32104,1
33465,4,,32120,1
33466,8,,32124,1
33468,13,,32127,1
33469,5,,32151,1
33470,51,,32201,1
33559,9,,32214,1
33615,2,,32228,1
33616,2,,32241,1
33617,2,,32304,1
33627,9,,32317,1
33628,4,,32326,1
33629,12,,32350,1
33650,4,,32358,1
33651,3,,32379,1
33654,4,,32381,1
33655,15,,32385,1
33656,5,,32387,1
33666,2,,32395,1
33692,5,,32494,1
33760,2,,32521,1
33764,2,,32569,1
33771,5,,32570,1
33777,194,,32576,1
33800,3,,32582,1
33803,3,,32595,1
33804,23,,32596,1
33807,8,,32605,1
33812,2,,32783,1
33824,8,,32803,1
33825,11,,32807,1
33830,4,,32828,1
33831,8,,32836,1
33841,4,,32837,1
33910,19,,32840,1
33912,7,,32849,1
33951,2,,32850,1
33952,1,,32851,1
33956,7,,32852,1
33966,6,,32854,1
33984,3,,32855,1
33999,3,,32945,1
34003,4,,32976,1
34011,10,,32991,1
34014,2,,33010,1
34031,9,,33016,1
34038,3,,33037,1
34041,2,,33038,1
34051,14,,33072,1
34063,3,,33126,1
34094,2,,33128,1
34097,2,,33135,1
34148,34,,33140,1
34153,5,,33167,1
34155,21,,33178,1
34157,2,,33210,1
34163,5,,33269,1
34183,3,,33279,1
34204,2,,33281,1
34206,7,,33287,1
34209,16,,33291,1
34219,7,,33292,1
34221,2,,33299,1
34237,1,,33300,1
34238,1,,33309,1
34242,5,,33952,1
34244,1,,34237,1
34250,24,,34238,1
Grand Total,4191910,,34244,1
